"No.","Time","Source","Destination","Protocol","Length","Info"
"1639","10.636435","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=98977 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1640","10.636513","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=5731 Ack=100417 Win=132352 Len=0"
"1641","10.637430","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=100417 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1642","10.637430","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=101857 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1643","10.637430","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=103297 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1644","10.638342","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=104737 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1645","10.638342","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=106177 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1646","10.638342","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1647","10.638411","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=5731 Ack=109057 Win=132352 Len=0"
"1648","10.639249","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=109057 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1649","10.639249","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=110497 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1650","10.639249","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=111937 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1651","10.640118","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=113377 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1652","10.640118","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=114817 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1653","10.640118","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=116257 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1654","10.640222","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=5731 Ack=117697 Win=132352 Len=0"
"1655","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=117697 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1656","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=119137 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1657","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=120577 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1658","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=122017 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1659","10.645771","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1660","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=124897 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1661","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=126337 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1662","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=127777 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1663","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=129217 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1664","10.645771","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=130657 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1665","10.648483","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=132097 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1666","10.648483","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=133537 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1667","10.648483","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=134977 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1668","10.648483","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=136417 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1669","10.648483","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=137857 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1670","10.648483","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=139297 Ack=5731 Win=77056 Len=1440 [TCP segment of a reassembled PDU]"
"1671","10.648483","187.33.247.110","192.168.0.112","TLSv1.3","578","Application Data"
"1672","10.648746","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=5731 Ack=141261 Win=132352 Len=0"
"1674","10.704301","192.168.0.112","187.33.247.110","TLSv1.3","1547","Application Data"
"1677","10.724964","187.33.247.110","192.168.0.112","TCP","60","443  >  57964 [ACK] Seq=141261 Ack=7224 Win=80128 Len=0"
"1679","10.760368","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data"
"1680","10.760368","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=142701 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1681","10.760368","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=144141 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1682","10.760368","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=145581 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1683","10.760368","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=147021 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1684","10.760368","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=148461 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1685","10.760368","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=149901 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1686","10.760368","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=151341 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1687","10.760368","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=152781 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1688","10.763217","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=154221 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1689","10.763217","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=155661 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1690","10.763217","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=157101 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1692","10.763217","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1693","10.763217","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=159981 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1694","10.763217","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=161421 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1695","10.763217","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=162861 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1696","10.763217","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=164301 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1697","10.763217","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=165741 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1698","10.763307","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=158541 Win=132352 Len=0"
"1699","10.763578","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=167181 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1700","10.763578","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=168621 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1701","10.763578","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=170061 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1702","10.763653","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=171501 Win=132352 Len=0"
"1703","10.764537","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=171501 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1704","10.764537","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=172941 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1705","10.764537","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1706","10.764537","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=175821 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1707","10.765473","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=177261 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1708","10.765473","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=178701 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1709","10.765473","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=180141 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1710","10.765473","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=181581 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1711","10.765606","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=183021 Win=132352 Len=0"
"1712","10.766586","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=183021 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1713","10.766586","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=184461 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1714","10.766586","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=185901 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1715","10.766586","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=187341 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1717","10.767551","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=188781 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1718","10.767551","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1719","10.767551","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=191661 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1720","10.767597","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=193101 Win=132352 Len=0"
"1721","10.768430","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=193101 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1722","10.768430","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=194541 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1723","10.768430","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=195981 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1724","10.768430","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=197421 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1725","10.769407","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=198861 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1726","10.769407","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=200301 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1727","10.769407","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=201741 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1728","10.769407","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=203181 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1729","10.769461","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=204621 Win=132352 Len=0"
"1730","10.770275","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=204621 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1731","10.770275","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=206061 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1732","10.770275","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1733","10.770275","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=208941 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1734","10.771072","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=210381 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1735","10.771072","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=211821 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1736","10.771072","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=213261 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1737","10.771092","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=214701 Win=132352 Len=0"
"1738","10.771874","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=214701 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1739","10.771874","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=216141 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1740","10.771874","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [PSH, ACK] Seq=217581 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1741","10.772665","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=219021 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1742","10.772665","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=220461 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1743","10.772665","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=221901 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1744","10.772681","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=223341 Win=132352 Len=0"
"1745","10.773465","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1746","10.773465","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=224781 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1747","10.773465","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=226221 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1748","10.774318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=227661 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1749","10.774318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=229101 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1750","10.774318","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=230541 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1751","10.774456","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=231981 Win=132352 Len=0"
"1752","10.775915","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=231981 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1753","10.775915","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=233421 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1754","10.775915","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=234861 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1755","10.775915","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=236301 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1756","10.777068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=237741 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1757","10.777068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=239181 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1758","10.777068","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1759","10.777068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=242061 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1760","10.777068","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=243501 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1761","10.777213","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=244941 Win=132352 Len=0"
"1763","10.778394","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=244941 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1764","10.778394","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=246381 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1765","10.778394","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=247821 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1766","10.778394","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=249261 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1767","10.778394","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=250701 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1768","10.778394","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=252141 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1769","10.779384","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=253581 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1770","10.779384","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=255021 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1771","10.779384","187.33.247.110","192.168.0.112","TLSv1.3","1494","Application Data [TCP segment of a reassembled PDU]"
"1772","10.779470","192.168.0.112","187.33.247.110","TCP","54","57964  >  443 [ACK] Seq=7224 Ack=257901 Win=132352 Len=0"
"1773","10.780359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=257901 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1774","10.780359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=259341 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1775","10.780359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=260781 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
"1776","10.780359","187.33.247.110","192.168.0.112","TCP","1494","443  >  57964 [ACK] Seq=262221 Ack=7224 Win=80128 Len=1440 [TCP segment of a reassembled PDU]"
